# ---------------------------------------------------------------
#   name  network        latitude        longitude  useless  depth
# ---------------------------------------------------------------
  LM0327        LU          0.0000          32.8000     0.0    0.0
  LM0328        LU          0.0000          32.9000     0.0    0.0
  LM0329        LU          0.0000          33.0000     0.0    0.0
  LM0330        LU          0.0000          33.1000     0.0    0.0
  LM0331        LU          0.0000          33.2000     0.0    0.0
  LM0332        LU          0.0000          33.3000     0.0    0.0
  LM0333        LU          0.0000          33.4000     0.0    0.0
  LM0334        LU          0.0000          33.5000     0.0    0.0
  LM0335        LU          0.0000          33.6000     0.0    0.0
  LM0336        LU          0.0000          33.7000     0.0    0.0
  LM0337        LU          0.0000          33.8000     0.0    0.0
  LM0338        LU          0.0000          33.9000     0.0    0.0
  LM0339        LU          0.0000          34.0000     0.0    0.0
  LM0340        LU          0.0000          34.1000     0.0    0.0
  LM0341        LU          0.0000          34.2000     0.0    0.0
  LM0342        LU          0.0000          34.3000     0.0    0.0
  LM0343        LU          0.0000          34.4000     0.0    0.0
  LM0344        LU          0.0000          34.5000     0.0    0.0
  LM0345        LU          0.0000          34.6000     0.0    0.0
  LM0346        LU          0.0000          34.7000     0.0    0.0
  LM0347        LU          0.0000          34.8000     0.0    0.0
  LM0348        LU          0.0000          34.9000     0.0    0.0
  LM0349        LU          0.0000          35.0000     0.0    0.0
  LM0350        LU          0.0000          35.1000     0.0    0.0
  LM0351        LU          0.0000          35.2000     0.0    0.0
  LM0352        LU          0.0000          35.3000     0.0    0.0
  LM0353        LU          0.0000          35.4000     0.0    0.0
  LM0354        LU          0.0000          35.5000     0.0    0.0
  LM0355        LU          0.0000          35.6000     0.0    0.0
  LM0356        LU          0.0000          35.7000     0.0    0.0
  LM0357        LU          0.0000          35.8000     0.0    0.0
  LM0358        LU          0.0000          35.9000     0.0    0.0
  LM0359        LU          0.0000          36.0000     0.0    0.0
  LM0360        LU          0.0000          36.1000     0.0    0.0
  LM0361        LU          0.0000          36.2000     0.0    0.0
  LM0362        LU          0.0000          36.3000     0.0    0.0
  LM0363        LU          0.0000          36.4000     0.0    0.0
  LM0364        LU          0.0000          36.5000     0.0    0.0
  LM0365        LU          0.0000          36.6000     0.0    0.0
  LM0366        LU          0.0000          36.7000     0.0    0.0
  LM0367        LU          0.0000          36.8000     0.0    0.0
  LM0368        LU          0.0000          36.9000     0.0    0.0
  LM0369        LU          0.0000          37.0000     0.0    0.0
  LM0370        LU          0.0000          37.1000     0.0    0.0
  LM0371        LU          0.0000          37.2000     0.0    0.0
  LM0372        LU          0.0000          37.3000     0.0    0.0
  LM0373        LU          0.0000          37.4000     0.0    0.0
  LM0374        LU          0.0000          37.5000     0.0    0.0
  LM0375        LU          0.0000          37.6000     0.0    0.0
  LM0376        LU          0.0000          37.7000     0.0    0.0
  LM0377        LU          0.0000          37.8000     0.0    0.0
  LM0378        LU          0.0000          37.9000     0.0    0.0
  LM0379        LU          0.0000          38.0000     0.0    0.0
  LM0380        LU          0.0000          38.1000     0.0    0.0
  LM0381        LU          0.0000          38.2000     0.0    0.0
  LM0382        LU          0.0000          38.3000     0.0    0.0
  LM0383        LU          0.0000          38.4000     0.0    0.0
  LM0384        LU          0.0000          38.5000     0.0    0.0
  LM0385        LU          0.0000          38.6000     0.0    0.0
  LM0386        LU          0.0000          38.7000     0.0    0.0
  LM0387        LU          0.0000          38.8000     0.0    0.0
  LM0388        LU          0.0000          38.9000     0.0    0.0
  LM0389        LU          0.0000          39.0000     0.0    0.0
  LM0390        LU          0.0000          39.1000     0.0    0.0
  LM0391        LU          0.0000          39.2000     0.0    0.0
  LM0392        LU          0.0000          39.3000     0.0    0.0
  LM0393        LU          0.0000          39.4000     0.0    0.0
  LM0394        LU          0.0000          39.5000     0.0    0.0
  LM0395        LU          0.0000          39.6000     0.0    0.0
  LM0396        LU          0.0000          39.7000     0.0    0.0
  LM0397        LU          0.0000          39.8000     0.0    0.0
  LM0398        LU          0.0000          39.9000     0.0    0.0
  LM0399        LU          0.0000          40.0000     0.0    0.0
  LM0400        LU          0.0000          40.1000     0.0    0.0
  LM0401        LU          0.0000          40.2000     0.0    0.0
  LM0402        LU          0.0000          40.3000     0.0    0.0
  LM0403        LU          0.0000          40.4000     0.0    0.0
  LM0404        LU          0.0000          40.5000     0.0    0.0
  LM0405        LU          0.0000          40.6000     0.0    0.0
  LM0406        LU          0.0000          40.7000     0.0    0.0
  LM0407        LU          0.0000          40.8000     0.0    0.0
  LM0408        LU          0.0000          40.9000     0.0    0.0
  LM0409        LU          0.0000          41.0000     0.0    0.0
  LM0410        LU          0.0000          41.1000     0.0    0.0
  LM0411        LU          0.0000          41.2000     0.0    0.0
  LM0412        LU          0.0000          41.3000     0.0    0.0
  LM0413        LU          0.0000          41.4000     0.0    0.0
  LM0414        LU          0.0000          41.5000     0.0    0.0
  LM0415        LU          0.0000          41.6000     0.0    0.0
  LM0416        LU          0.0000          41.7000     0.0    0.0
  LM0417        LU          0.0000          41.8000     0.0    0.0
  LM0418        LU          0.0000          41.9000     0.0    0.0
  LM0419        LU          0.0000          42.0000     0.0    0.0
  LM0420        LU          0.0000          42.1000     0.0    0.0
  LM0421        LU          0.0000          42.2000     0.0    0.0
  LM0422        LU          0.0000          42.3000     0.0    0.0
  LM0423        LU          0.0000          42.4000     0.0    0.0
  LM0424        LU          0.0000          42.5000     0.0    0.0
  LM0425        LU          0.0000          42.6000     0.0    0.0
  LM0426        LU          0.0000          42.7000     0.0    0.0
  LM0427        LU          0.0000          42.8000     0.0    0.0
  LM0428        LU          0.0000          42.9000     0.0    0.0
  LM0429        LU          0.0000          43.0000     0.0    0.0
  LM0430        LU          0.0000          43.1000     0.0    0.0
  LM0431        LU          0.0000          43.2000     0.0    0.0
  LM0432        LU          0.0000          43.3000     0.0    0.0
  LM0433        LU          0.0000          43.4000     0.0    0.0
  LM0434        LU          0.0000          43.5000     0.0    0.0
  LM0435        LU          0.0000          43.6000     0.0    0.0
  LM0436        LU          0.0000          43.7000     0.0    0.0
  LM0437        LU          0.0000          43.8000     0.0    0.0
  LM0438        LU          0.0000          43.9000     0.0    0.0
  LM0439        LU          0.0000          44.0000     0.0    0.0
  LM0440        LU          0.0000          44.1000     0.0    0.0
  LM0441        LU          0.0000          44.2000     0.0    0.0
  LM0442        LU          0.0000          44.3000     0.0    0.0
  LM0443        LU          0.0000          44.4000     0.0    0.0
  LM0444        LU          0.0000          44.5000     0.0    0.0
  LM0445        LU          0.0000          44.6000     0.0    0.0
  LM0446        LU          0.0000          44.7000     0.0    0.0
  LM0447        LU          0.0000          44.8000     0.0    0.0
  LM0448        LU          0.0000          44.9000     0.0    0.0
  LM0449        LU          0.0000          45.0000     0.0    0.0
  LM0450        LU          0.0000          45.1000     0.0    0.0
  LM0451        LU          0.0000          45.2000     0.0    0.0
  LM0452        LU          0.0000          45.3000     0.0    0.0
  LM0453        LU          0.0000          45.4000     0.0    0.0
  LM0454        LU          0.0000          45.5000     0.0    0.0
  LM0455        LU          0.0000          45.6000     0.0    0.0
  LM0456        LU          0.0000          45.7000     0.0    0.0
  LM0457        LU          0.0000          45.8000     0.0    0.0
  LM0458        LU          0.0000          45.9000     0.0    0.0
  LM0459        LU          0.0000          46.0000     0.0    0.0
  LM0460        LU          0.0000          46.1000     0.0    0.0
  LM0461        LU          0.0000          46.2000     0.0    0.0
  LM0462        LU          0.0000          46.3000     0.0    0.0
  LM0463        LU          0.0000          46.4000     0.0    0.0
  LM0464        LU          0.0000          46.5000     0.0    0.0
  LM0465        LU          0.0000          46.6000     0.0    0.0
  LM0466        LU          0.0000          46.7000     0.0    0.0
  LM0467        LU          0.0000          46.8000     0.0    0.0
  LM0468        LU          0.0000          46.9000     0.0    0.0
  LM0469        LU          0.0000          47.0000     0.0    0.0
  LM0470        LU          0.0000          47.1000     0.0    0.0
  LM0471        LU          0.0000          47.2000     0.0    0.0
  LM0472        LU          0.0000          47.3000     0.0    0.0
  LM0473        LU          0.0000          47.4000     0.0    0.0
  LM0474        LU          0.0000          47.5000     0.0    0.0
  LM0475        LU          0.0000          47.6000     0.0    0.0
  LM0476        LU          0.0000          47.7000     0.0    0.0
  LM0477        LU          0.0000          47.8000     0.0    0.0
  LM0478        LU          0.0000          47.9000     0.0    0.0
  LM0479        LU          0.0000          48.0000     0.0    0.0
  LM0480        LU          0.0000          48.1000     0.0    0.0
  LM0481        LU          0.0000          48.2000     0.0    0.0
  LM0482        LU          0.0000          48.3000     0.0    0.0
  LM0483        LU          0.0000          48.4000     0.0    0.0
  LM0484        LU          0.0000          48.5000     0.0    0.0
  LM0485        LU          0.0000          48.6000     0.0    0.0
  LM0486        LU          0.0000          48.7000     0.0    0.0
  LM0487        LU          0.0000          48.8000     0.0    0.0
  LM0488        LU          0.0000          48.9000     0.0    0.0
  LM0489        LU          0.0000          49.0000     0.0    0.0
  LM0490        LU          0.0000          49.1000     0.0    0.0
  LM0491        LU          0.0000          49.2000     0.0    0.0
  LM0492        LU          0.0000          49.3000     0.0    0.0
  LM0493        LU          0.0000          49.4000     0.0    0.0
  LM0494        LU          0.0000          49.5000     0.0    0.0
  LM0495        LU          0.0000          49.6000     0.0    0.0
  LM0496        LU          0.0000          49.7000     0.0    0.0
  LM0497        LU          0.0000          49.8000     0.0    0.0
  LM0498        LU          0.0000          49.9000     0.0    0.0
  LM0499        LU          0.0000          50.0000     0.0    0.0
  LM0500        LU          0.0000          50.1000     0.0    0.0
  LM0501        LU          0.0000          50.2000     0.0    0.0
  LM0502        LU          0.0000          50.3000     0.0    0.0
  LM0503        LU          0.0000          50.4000     0.0    0.0
  LM0504        LU          0.0000          50.5000     0.0    0.0
  LM0505        LU          0.0000          50.6000     0.0    0.0
  LM0506        LU          0.0000          50.7000     0.0    0.0
  LM0507        LU          0.0000          50.8000     0.0    0.0
  LM0508        LU          0.0000          50.9000     0.0    0.0
